x1,binchoice,x2,xavg,estim,subj
51.25,1,58.875,55.0625,52,19
45.5,1,59.25,52.375,51,19
51.75,1,45.5,48.625,53,19
53.75,-1,53.125,53.4375,54,19
46.375,-1,46.875,46.625,52,19
55.25,1,55.625,55.4375,53,19
47.5,-1,51.375,49.4375,53,19
51.125,-1,57.625,54.375,49,19
53.625,1,46.625,50.125,50,19
55.375,1,47.125,51.25,54,19
47.25,-1,44.75,46,50,19
45.5,-1,40.5,43,44,19
44.375,-1,37.625,41,42,19
54.125,1,53.5,53.8125,52,19
46.875,-1,61.5,54.1875,59,19
48.625,-1,38.125,43.375,49,19
48,-1,52.25,50.125,52,19
54.375,1,54.375,54.375,50,19
47.625,-1,59.375,53.5,46,19
51.75,-1,55,53.375,46,19
44.625,-1,46.125,45.375,51,19
46,-1,60.625,53.3125,53,19
54.25,1,53.75,54,52,19
54.625,1,50.875,52.75,50,19
50.75,1,48.25,49.5,51,19
47.25,-1,59.125,53.1875,48,19
45.25,-1,46.875,46.0625,49,19
45.5,-1,57.125,51.3125,54,19
51.25,-1,58.125,54.6875,49,19
45.75,-1,50.375,48.0625,45,19
54,-1,39.5,46.75,46,19
54.125,1,51.25,52.6875,52,19
46.125,-1,59.75,52.9375,52,19
52.125,-1,55.25,53.6875,50,19
48.125,-1,57.125,52.625,52,19
55,1,41.25,48.125,49,19
48.375,1,45,46.6875,46,19
44.375,-1,50.125,47.25,42,19
48.25,-1,44.625,46.4375,49,19
47.25,-1,59.875,53.5625,47,19
47.25,-1,46.375,46.8125,48,19
47.875,-1,47.625,47.75,45,19
46.625,1,44.125,45.375,49,19
53.875,1,50.625,52.25,50,19
54,1,60.75,57.375,51,19
45.5,-1,58.25,51.875,56,19
53.875,-1,59.625,56.75,52,19
51.75,-1,48.25,50,47,19
48.25,1,60.5,54.375,50,19
50.375,1,48,49.1875,51,19
44.875,-1,54,49.4375,47,19
52.125,-1,54,53.0625,47,19
54.375,1,52,53.1875,55,19
48.125,-1,57.25,52.6875,54,19
55,-1,61.125,58.0625,48,19
47.375,-1,61.875,54.625,51,19
46.625,-1,61.625,54.125,49,19
46.125,-1,46.25,46.1875,46,19
45.875,-1,46,45.9375,43,19
44.875,-1,60.875,52.875,56,19
54.375,-1,52.5,53.4375,48,19
51.125,-1,45.625,48.375,51,19
44.25,-1,45.875,45.0625,43,19
50.5,1,62.25,56.375,52,19
51.75,-1,60.5,56.125,46,19
55.25,1,55.375,55.3125,59,19
48.75,-1,44.375,46.5625,44,20
48.375,1,47.875,48.125,51,20
45.375,-1,41.625,43.5,48,20
47.5,1,38.625,43.0625,52,20
47.75,1,57.5,52.625,53,20
47.25,-1,41.375,44.3125,41,20
52.25,1,39.25,45.75,39,20
54.75,1,47.25,51,52,20
53.25,1,58.75,56,54,20
44.25,-1,48.25,46.25,43,20
53.375,1,42,47.6875,50,20
54.625,-1,58,56.3125,55,20
51.125,-1,54.625,52.875,61,20
47.25,1,54,50.625,54,20
51.25,1,58.875,55.0625,62,20
45.5,-1,59.25,52.375,58,20
51.75,1,45.5,48.625,50,20
53.75,1,53.125,53.4375,51,20
46.375,-1,46.875,46.625,49,20
55.25,1,55.625,55.4375,52,20
47.5,-1,51.375,49.4375,51,20
51.125,-1,57.625,54.375,56,20
53.625,1,46.625,50.125,50,20
55.375,1,47.125,51.25,53,20
47.25,-1,44.75,46,46,20
52.875,1,62.5,57.6875,64,20
45.5,1,40.5,43,51,20
44.375,1,37.625,41,51,20
54.125,1,53.5,53.8125,52,20
46.875,1,61.5,54.1875,56,20
48.625,1,38.125,43.375,51,20
48,1,52.25,50.125,52,20
54.375,1,54.375,54.375,48,20
47.625,1,59.375,53.5,55,20
51.75,1,55,53.375,52,20
44.625,1,46.125,45.375,45,20
46,1,60.625,53.3125,55,20
54.25,1,53.75,54,52,20
54.625,1,50.875,52.75,52,20
50.75,-1,48.25,49.5,48,20
47.25,-1,59.125,53.1875,54,20
45.25,-1,46.875,46.0625,48,20
45.5,1,57.125,51.3125,60,20
51.25,1,58.125,54.6875,62,20
45.75,-1,50.375,48.0625,51,20
54,1,39.5,46.75,48,20
54.125,1,51.25,52.6875,50,20
46.125,1,59.75,52.9375,56,20
52.125,1,55.25,53.6875,57,20
48.125,1,57.125,52.625,51,20
55,1,41.25,48.125,54,20
48.375,-1,45,46.6875,54,20
44.375,1,50.125,47.25,55,20
48.25,-1,44.625,46.4375,48,20
47.25,-1,59.875,53.5625,64,20
47.25,1,46.375,46.8125,50,20
46.625,-1,45.25,45.9375,53,20
47.875,1,47.625,47.75,55,20
46.625,1,44.125,45.375,60,20
53.875,1,50.625,52.25,55,20
54,1,60.75,57.375,55,20
45.5,-1,58.25,51.875,53,20
53.875,-1,59.625,56.75,48,20
51.75,1,48.25,50,54,20
48.25,-1,60.5,54.375,53,20
50.375,-1,48,49.1875,45,20
44.875,-1,54,49.4375,51,20
52.125,1,54,53.0625,54,20
54.375,-1,52,53.1875,55,20
48.125,1,57.25,52.6875,58,20
55,-1,61.125,58.0625,54,20
47.375,1,61.875,54.625,59,20
46.625,1,61.625,54.125,56,20
46.125,-1,46.25,46.1875,42,20
45.875,-1,46,45.9375,38,20
44.875,-1,60.875,52.875,45,20
54.375,1,52.5,53.4375,56,20
46.125,1,58.625,52.375,45,20
51.125,1,45.625,48.375,52,20
44.25,-1,45.875,45.0625,44,20
50.5,1,62.25,56.375,54,20
55.25,1,55.375,55.3125,56,20
48.75,1,44.375,46.5625,60,21
48.375,1,47.875,48.125,66,21
45.375,-1,41.625,43.5,44,21
47.5,-1,38.625,43.0625,44,21
47.75,1,57.5,52.625,64,21
46.625,1,38.375,42.5,48,21
47.25,-1,41.375,44.3125,46,21
52.25,1,39.25,45.75,64,21
54.75,1,47.25,51,64,21
53.25,1,58.75,56,62,21
44.25,-1,48.25,46.25,52,21
53.375,-1,42,47.6875,54,21
54.625,1,58,56.3125,57,21
51.125,-1,54.625,52.875,55,21
47.25,-1,54,50.625,62,21
51.25,1,58.875,55.0625,52,21
45.5,1,59.25,52.375,61,21
51.75,-1,45.5,48.625,44,21
53.75,-1,53.125,53.4375,48,21
46.375,1,46.875,46.625,65,21
55.25,1,55.625,55.4375,66,21
47.5,1,51.375,49.4375,55,21
51.125,-1,57.625,54.375,52,21
53.625,1,46.625,50.125,57,21
55.375,1,47.125,51.25,53,21
47.25,-1,44.75,46,50,21
52.875,1,62.5,57.6875,63,21
45.5,-1,40.5,43,37,21
44.375,-1,37.625,41,54,21
54.125,1,53.5,53.8125,48,21
46.875,-1,61.5,54.1875,50,21
48.625,-1,38.125,43.375,41,21
48,-1,52.25,50.125,56,21
54.375,1,54.375,54.375,45,21
47.625,1,59.375,53.5,57,21
51.75,-1,55,53.375,36,21
44.625,-1,46.125,45.375,54,21
46,-1,60.625,53.3125,57,21
54.25,-1,53.75,54,50,21
54.625,-1,50.875,52.75,54,21
50.75,1,48.25,49.5,52,21
47.25,-1,59.125,53.1875,50,21
45.25,1,46.875,46.0625,55,21
45.5,1,57.125,51.3125,60,21
51.25,1,58.125,54.6875,55,21
45.75,-1,50.375,48.0625,45,21
54,1,39.5,46.75,50,21
54.125,1,51.25,52.6875,59,21
46.125,1,59.75,52.9375,48,21
52.125,1,55.25,53.6875,47,21
48.125,1,57.125,52.625,60,21
55,1,41.25,48.125,58,21
48.375,1,45,46.6875,52,21
44.375,-1,50.125,47.25,63,21
48.25,-1,44.625,46.4375,60,21
47.25,-1,59.875,53.5625,48,21
47.25,1,46.375,46.8125,51,21
46.625,-1,45.25,45.9375,50,21
47.875,1,47.625,47.75,44,21
46.625,1,44.125,45.375,57,21
53.875,1,50.625,52.25,48,21
54,1,60.75,57.375,62,21
45.5,-1,58.25,51.875,57,21
53.875,1,59.625,56.75,58,21
51.75,1,48.25,50,66,21
48.25,-1,60.5,54.375,46,21
50.375,-1,48,49.1875,47,21
44.875,-1,54,49.4375,57,21
52.125,-1,54,53.0625,53,21
54.375,-1,52,53.1875,54,21
48.125,-1,57.25,52.6875,56,21
55,-1,61.125,58.0625,57,21
